Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Brong Ahafo,Kintampo North Municipal,Kintampo District Hospital,District Hospital,Kintampo,Government,8.050980,-1.731200
Brong Ahafo,Kintampo North Municipal,Annor Asare Clinic,Clinic,Kintampo,Government,8.055860,-1.733410
Brong Ahafo,Kintampo North Municipal,RCH/FP Clinic,Clinic,Kintampo,Government,8.049990,-1.731020
Brong Ahafo,Kintampo North Municipal,Glory Prince of  Peace Maternity Home,Maternity Home,Kintampo,Government,8.067400,-1.721090
Brong Ahafo,Kintampo North Municipal,Kintampo Eye Clinic,Clinic,Kintampo,CHAG,8.050370,-1.731300
Brong Ahafo,Kintampo North Municipal,Kunsu Rural Clinic,Clinic,Kunsu,Government,8.146830,-1.512390
Brong Ahafo,Kintampo North Municipal,Kintampo North District Health Dirrectorate,District Health Directorate,Kintampo,Government,8.050540,-1.732350
Brong Ahafo,Kintampo North Municipal,New Longoro Health Centre,Health Centre,New Longoro,Government,8.172550,-1.838290
Brong Ahafo,Kintampo South,Amoma Rural Clinic,Clinic,Amoma,Government,7.783980,-1.871290
Brong Ahafo,Kintampo South,Anyima Rural Clinic,Clinic,Anyima,Government,7.893200,-1.874030
Brong Ahafo,Kintampo South,Perpetual Health Maternity Home,Maternity Home,Apesika,Government,7.999550,-1.548730
Brong Ahafo,Kintampo South,Jema Health Centre,Health Centre,Jema,Government,7.890500,-1.773070
Brong Ahafo,Kintampo South,Kintampo South District Health Directorate,District Health Directorate,Jema,Government,7.891520,-1.773130
Brong Ahafo,Nkoranza,Ahyiayem Rural Clinic,Clinic,Ahyiayem,Government,7.467200,-1.518260
Brong Ahafo,Nkoranza,Akuma Rural Clinic,Clinic,Akuma,Government,7.486540,-1.718390
Brong Ahafo,Nkoranza,Ayerede Rural Clinic,Clinic,Ayerede,Government,7.485940,-1.648770
Brong Ahafo,Nkoranza,Busunyaa Rural Clinic,Clinic,Busunyaa,Government,7.684630,-1.657730
Brong Ahafo,Nkoranza,Donkro-Nkwanta Rural Clinic,Clinic,Donkro-Nkwanta,Government,7.434770,-1.659950
Brong Ahafo,Nkoranza,Dromankese Health Centre,Health Centre,Dromankese,Government,7.709120,-1.561240
Brong Ahafo,Nkoranza,Kranka Rural Clinic,Clinic,Kranka,Government,7.667290,-1.811420
Brong Ahafo,Nkoranza,Nkoranza District Health Directorate,District Health Directorate,Nkoranza,Government,7.556320,-1.700020
Brong Ahafo,Nkoranza,St. Theresa's Hospital,Hospital,Nkoranza,Private,7.571520,-1.704060
Brong Ahafo,Nkoranza,Nkoranza Health Centre,Health Centre,Nkoranza,Government,7.568160,-1.711170
Brong Ahafo,Nkoranza,Nkwabeng Rural Clinic,Clinic,Nkwabeng,Government,7.499590,-1.738100
Brong Ahafo,Nkoranza,Bonsu Rural Clinic,Clinic,Bonsu,Government,7.552190,-1.780350
Brong Ahafo,Nkoranza,Yefri Health Centre,Health Centre,Yefri,Government,7.691330,-1.747870
Brong Ahafo,Pru,Abease Health Centre,Health Centre,Abease,Government,7.958470,-1.182460
Brong Ahafo,Pru,Parambo Health Centre,Health Centre,Parambo,Government,8.125200,-0.794120
Brong Ahafo,Pru,Prang Health Centre,Health Centre,Prang,Government,7.994650,-0.889280
Brong Ahafo,Pru,Bernice Maternity Home,Maternity Home,Yeji,Government,8.229240,-0.651640
Brong Ahafo,Pru,Mathias Hospital,Hospital,Yeji,Government,8.229360,-0.655100
Brong Ahafo,Sene,Bantama CHPS,CHPS,Bantama,Government,7.711520,-0.753320
Brong Ahafo,Sene,Bassa Health Centre,Health Centre,Bassa,Government,7.790160,-0.409950
Brong Ahafo,Sene,Nyankontre CHPS,CHPS,Nyakontre,Government,7.792500,-0.342330
Brong Ahafo,Sene,Kojokrom Health Centre,Health Centre,Kojokrom,Government,7.778730,-0.170770
Brong Ahafo,Sene,Kajaji Clinic,Clinic,Kajaji,Private,7.780620,-0.220550
Brong Ahafo,Sene,Sunta Clinic,Clinic,Kwame Danso,Private,7.731670,-0.672840
Brong Ahafo,Sene,Sene District Hospital,District Hospital,Kwame Danso,Government,7.731150,-0.685880
Brong Ahafo,Sene,Sene District Health Directorate,District Health Directorate,Kwami Danso,Government,7.730430,-0.685640
Brong Ahafo,Sunyani,Abesim Rural Clinic,Clinic,Abesim,Government,7.288500,-2.270990
Brong Ahafo,Sunyani,Christian Eye Centre,Health Centre,Abesim,Government,7.292190,-2.271460
Brong Ahafo,Sunyani,Mercy Maternity Home,Clinic,Berekum,Private,7.460610,-2.597390
Brong Ahafo,Sunyani,Chiraa Health Centre,Health Centre,Chiraa,Government,7.241200,-2.105780
Brong Ahafo,Sunyani,Florence Maternity Home,Maternity Home,Kofibadukrom,Private,7.292540,-2.972300
Brong Ahafo,Sunyani,Sunyani District Health Directirate,District Health Directorate,Sunyani,Government,7.336960,-2.329130
Brong Ahafo,Sunyani,Brong Ahafo Regional Health Directorate,Regional Health Directorate,Sunyani,Government,7.340233,-2.335633
Brong Ahafo,Sunyani,Amponsah Memorial Maternity Home,Maternity Home,Nsoatre,Government,7.405840,-2.465340
Brong Ahafo,Sunyani,Nsoatre Health Centre,Health Centre,Nsoatre,Government,7.399140,-2.463120
Brong Ahafo,Sunyani,Kwatire Health Centre,Clinic,Kwatire,Government,7.385300,-2.300180
Brong Ahafo,Sunyani,Bofourkrom Health Centre,Health Centre,Bofourkrom,Government,7.546140,-2.278340
Brong Ahafo,Sunyani,Louise Banks Griffin Clinic,Clinic,Odumase,Private,7.382480,-2.330910
Brong Ahafo,Sunyani,Hannah Maternity Home,Maternity Home,Odumase,Private,7.370680,-2.319910
Brong Ahafo,Sunyani,Monica's Maternity Home,Maternity Home,Sunyani,Private,7.338620,-2.312950
Brong Ahafo,Sunyani,Police Clinic,Clinic,Sunyani,Government,7.346350,-2.330260
Brong Ahafo,Sunyani,Fiapre Rural Clinic,Clinic,Fiapre,Government,7.362900,-0.346700
Brong Ahafo,Sunyani,Atuahenekrom Community Clinic,Clinic,Atuahenekrom,Government,7.111610,-2.377270
Brong Ahafo,Sunyani,Ohene Adu Clinic,Clinic,Sunyani-Penkwasi,Government,7.357170,-2.324260
Brong Ahafo,Sunyani,Antwikrom Rural Clinic,Health Centre,Antwtkrom,Government,7.220280,-2.390090
Brong Ahafo,Sunyani,Opoku Clinic,Clinic,Sunyani,Government,7.343900,-2.328560
Brong Ahafo,Sunyani,Peace Maternity Home,Maternity Home,Sunyani,Government,7.340970,-2.299900
Brong Ahafo,Sunyani,St. James Secondary Clinic,Clinic,Sunyani,Government,7.293710,-2.291660
Brong Ahafo,Sunyani,Rapid Preparatory School Clinic,Clinic,Sunyani,Government,7.320710,-2.320670
Brong Ahafo,Sunyani,3MRS-Liberation Barracks,Polyclinic,Sunyani-Barracks,Government,7.341840,-2.294600
Brong Ahafo,Sunyani,Nkwabeng Hospital,Hospital,Sunyani,Private,7.343010,-2.327410
Brong Ahafo,Sunyani,Owusu Memorial Hospital,Hospital,Sunyani,Private,7.326690,-2.332670
Brong Ahafo,Sunyani,Forestry School Cinic,Clinic,Sunyani,Government,7.349080,-2.343080
Brong Ahafo,Sunyani,Ridge Experimental School Clinic,Clinic,Sunyani,Government,7.340160,-2.338500
Brong Ahafo,Sunyani,Polytechnic Clinic,Clinic,Sunyani,Government,7.323150,-2.317330
Brong Ahafo,Sunyani,Green Hill Clinic,Clinic,Suniyani,Government,7.316550,-2.303360
Brong Ahafo,Sunyani,Sunyani Regional Hospital,Regional Hospital,Sunyani,Government,7.344600,-2.314200
Brong Ahafo,Sunyani,Sunyani Municipal Hospital,Municipal Hospital,Sunyani,Government,7.338170,-2.328580
Brong Ahafo,Sunyani,Prisons Clinic,Clinic,Sunyani,Government,7.340140,-2.333620
Brong Ahafo,Sunyani,Sunyani Nurses Training College/Health Assistants Training School,Training Institution,Sunyani,Government,7.338170,-2.328580
Brong Ahafo,Tain,Badu Health Centre,Health Centre,Badu,Government,7.700320,-2.230320
Brong Ahafo,Tain,Banda Ahenkro Rural Clinic,Clinic,Banda Ahenkro,Government,8.163600,-2.357500
Brong Ahafo,Tain,Bui Rural Clinic,Clinic,Bui,Government,8.250480,-2.267650
Brong Ahafo,Tain,Sabiye Health Centre,Health Centre,Sabiye,Government,8.073080,-2.351530
Brong Ahafo,Tain,Mamase Rural Clinic,Clinic,Mamase,Government,7.901030,-2.483730
Brong Ahafo,Tain,Hani CHPS,CHPS,Hani,Government,7.848500,-2.475510
Brong Ahafo,Tain,Debibi Health Centre,Health Centre,Debibi,Government,7.895900,-2.539240
Brong Ahafo,Tain,Tafsiru Maternity Home,Maternity Home,Menji,Government,7.926320,-2.383350
Brong Ahafo,Tain,Menji Community Clinic,Clinic,Menji,Government,7.925580,-2.380000
Brong Ahafo,Tain,Nsawkaw Health Centre,Health Centre,Nsawkaw,Government,7.876590,-2.315140
Brong Ahafo,Tain,Brohani CHPS,CHPS,Brohani,Government,7.975510,-2.420300
Brong Ahafo,Tain,Seikwa Health Centre,Health Centre,Seikwa,Government,7.728360,-2.517920
Brong Ahafo,Tano North,Adrobaa Rural Clinic,Clinic,Adrobaa,Government,7.262800,-2.131790
Brong Ahafo,Tano North,Bomaa Health Centre,Health Centre,Bomaa,Government,7.086750,-2.167970
Brong Ahafo,Tano North,St. John of God Hospital,Hospital,Duayaw Nkwanta,Government,7.175590,-2.096700
Brong Ahafo,Tano North,Tanoso Rural Clinic,Clinic,Tanoso,Government,7.268300,-2.236000
Brong Ahafo,Tano North,Yamfo Health Centre,Health Centre,Yamfo,Government,7.225670,-2.241100
Brong Ahafo,Tano South,Trinity Maternity Home,Maternity Home,Brosankro,CHAG,7.046850,-2.100480
Brong Ahafo,Tano South,Bechem Government Hospital,District Hospital,Bechem,Government,7.088310,-2.029470
Brong Ahafo,Tano South,Derma Health Centre,Health Centre,Derma,Government,7.208550,-1.949010
Brong Ahafo,Tano South,Tano South District Health Directorate,District Health Directorate,Bechem,Government,7.069600,-2.022330
Brong Ahafo,Tano South,Techimantia Health Centre,Health Centre,Techimantia,Government,7.181420,-2.028740
Brong Ahafo,Techiman,Aworowa Health Centre,Clinic,Aworowa,Government,7.619790,-2.012150
Brong Ahafo,Techiman,Buoyem Health Centre,Health Centre,Buotem,Government,7.666060,-1.961070
Brong Ahafo,Techiman,Forikrom Rural Clinic,Clinic,Forikrom,Government,7.593820,-1.863870
Brong Ahafo,Techiman,Fiaso CHPS,CHPS,Fiaso,Government,7.579120,-1.818480
Brong Ahafo,Techiman,Asantaso Rural Clinic,Clinic,Asantanso,CHAG,7.545660,-1.865500
Brong Ahafo,Techiman,Techiman Municipal Health Directorate,Municipal Health Directorate,Techiman,Government,7.562430,-1.934870
Brong Ahafo,Techiman,Nsuta Health Centre,Health Centre,Nsuta,CHAG,7.528360,-2.073770
Brong Ahafo,Techiman,Offuman Health Centre,Health Centre,Offuman,Government,7.783520,-1.969960
Brong Ahafo,Techiman,Tanoso Health Centre,Health Centre,Tanoso,Government,7.471450,-1.978520
Brong Ahafo,Techiman,Techiman Subdistrict Clinic,Clinic,Techiman,CHAG,7.589980,-1.944370
Brong Ahafo,Techiman,Arm's Maternity Home,Maternity Home,Techiman,Private,7.591180,-1.938130
Brong Ahafo,Techiman,Kristo Nti  Maternity Home,Maternity Home,Techiman,Private,7.569650,-1.948480
Brong Ahafo,Techiman,Techiman  Secondary School Clinic,Clinic,Techiman,Government,7.569440,-1.936970
Brong Ahafo,Techiman,Alice Maternity Home,Maternity Home,Gyako,Private,7.590640,-1.946840
Brong Ahafo,Techiman,Nkwahia Maternity Home,Maternity Home,Techiman,Private,7.579210,-1.930760
Brong Ahafo,Techiman,Ahamadiya Moslem Hospital,Hospital,Techiman,Private,7.586110,-1.931700
Brong Ahafo,Techiman,Opoku Agyeman Hospital,Hospital,Techiman,Government,7.562880,-1.936920
Brong Ahafo,Techiman,Station Clinic,Clinic,Techiman,Government,7.584510,-1.936310
Brong Ahafo,Techiman,Holy Family Hospital,Hospital,Techiman,CHAG,7.591930,-1.939440
Brong Ahafo,Techiman,Tuobodom Health Centre,Health Centre,Tuobodom,Government,7.634840,-1.912090
Brong Ahafo,Wenchi,Asuogya RCH/FP,Clinic,Droboso,Government,7.701340,-2.106430
Brong Ahafo,Wenchi,Wenchi District Health Directorate,District Health Directorate,Wenchi,Government,7.744970,-2.009980
Brong Ahafo,Wenchi,Subinso Health Centre,Health Centre,Subinso,Government,7.942510,-2.053990
Brong Ahafo,Wenchi,Nchiraa Rural Clinic,Clinic,Nchiraa,Government,7.895220,-1.981590
Brong Ahafo,Wenchi,RCH Clinic Wenchi,Clinic,Wenchi,Government,7.744400,-2.100380
Brong Ahafo,Wenchi,Wencgi Methodist Hospital,Hospital,Wenchi,CHAG,7.738540,-2.111000
Brong Ahafo,Wenchi,Ampaabeng Kyeremeh Clinic,Clinic,Wenchi,Government,7.735570,-2.108700
Brong Ahafo,Wenchi,Gov't. Maternity Home,Maternity Home,Wenchi,Government,7.740810,-2.111690
Brong Ahafo,Wenchi,Nyaase Royal Maternity  Home,Maternity Home,Wenchi Bandaline,Private,7.740420,-2.102080
Brong Ahafo,Wenchi,Emil Memorial Hospital,Hospital,Wenchi,Government,7.739640,-2.094880
Brong Ahafo,Tano North,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,7.2169497,-2.18432849999999
Brong Ahafo,Asutifi,Biaso CHPS,CHPS,Biaso,Government,6.9577082,-2.42087130000004
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.49999179999997
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,Wamfie,Private,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Government,7.9072974,-2.65864009999995
Brong Ahafo,Jaman North,Mayera Rural Clinic,Clinic,Mayera,Government,7.9072974,-2.65864009999995
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.65864009999995
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.70000000000004
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.45023679999997
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.45023679999997
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.92916669999999
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.92916669999999
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,7.5772222,-1.92916669999999
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,7.734117,-2.10357199999998
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,7.5977302,-1.93595930000003
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Government,7.5977302,-1.93595930000003
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,7.5977302,-1.93595930000003
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Government,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Government,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahene,Private,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,CHAG,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,7.3333333,-2.33333330000004
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,Private,7.3333333,-2.33333330000004
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,8.03966039999999,-2.38136209999993
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,Seikwa,Private,8.03966039999999,-2.38136209999993
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Private,8.0445086,-1.28910359999997
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,Kimtampo,Private,7.8685183,-1.75388169999996
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,Apesika,Private,7.8685183,-1.75388169999996
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,Mansie,Private,7.8685183,-1.75388169999996
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,Brosankro,Private,7.1315171,-2.02731900000003
Brong Ahafo,Jaman South,Psychiatric Clinic,Clinic,Drobo,Government,7.68876849999999,-2.85771049999993
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,Brekum,Private,7.4041716,-2.44392530000004
Brong Ahafo,Berekum Municipal,Anyinasu CHPS,CHPS,Anyinasu,Government,7.4041716,-2.44392530000004
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,7.750000,-0.983333300000026
Brong Ahafo,Asunafo North Municipal,Bitre CHPS,CHPS,Bitre,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Gyasikrom CHPS,CHPS,Gyasikrom,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Ahmadiyya Muslim Hospital,Hospital,Mim,Muslim,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,WAM CHPS,CHPS,WAM,Government,6.827593,-2.698387
Brong Ahafo,Asunafo South,Noberkaw CHPS,CHPS,Noberkaw,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,1000 Acre CHPS,CHPS,1000 Acre,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,New Saweresu CHPS,CHPS,New Saweresu,Government,6.614815,-2.499992
Brong Ahafo,Asutifi,Goamu Koforidua CHPS,CHPS,Goamu Koforidua,Government,6.9577082,-2.42087130000004
Brong Ahafo,Asutifi,ISOS Clinic,Clinic,Kenyasi,Government,6.9577082,-2.42087130000004
Brong Ahafo,Asutifi,Blessed Family Maternity Home,Maternity Home,Dadiesoaba,Private,6.9577082,-2.42087130000004
Brong Ahafo,Asutifi,Nkaseim CHPS,CHPS,Hwidiem,Government,6.9577082,-2.42087130000004
Brong Ahafo,Asutifi,Apenemadi CHPS,CHPS,Hwidiem,Government,6.9577082,-2.42087130000004
Brong Ahafo,Atebubu-Amanten,MEM CHPS,CHPS,Atebubu,Government,7.750000,-0.983333
Brong Ahafo,Atebubu-Amanten,Akomade Clinic,Clinic,Atebubu,Government,7.750000,-0.983333
Brong Ahafo,Atebubu-Amanten,Adom Maternity Home,Maternity Home,Atebubu,Private,7.750000,-0.983333
Brong Ahafo,Atebubu-Amanten,Garadima CHPS,CHPS,Garadima,Government,7.750000,-0.983333
Brong Ahafo,Atebubu-Amanten,Kumfia Clinic,Clinic,Kumfia,Government,7.750000,-0.983333
Brong Ahafo,Atebubu-Amanten,Nyomoase CHPS,CHPS,Nyomoase,Government,7.750000,-0.983333
Brong Ahafo,Berekum Municipal,Namasua CHPS,CHPS,Namasua,Government,7.450000,-2.583333
Brong Ahafo,Berekum Municipal,Tewbabi CHPS,CHPS,Tewbabi,Government,7.450000,-2.583333
Brong Ahafo,Berekum Municipal,RCH DHD,RCH,Berekum,Government,7.450000,-2.583333
Brong Ahafo,Berekum Municipal,Clean Hands Maternity Home,Maternity Home,Berekum,Private,7.450000,-2.583333
Brong Ahafo,Berekum Municipal,Dr Larbi Clinic,Clinic,Berekum,Private,7.450000,-2.583333
Brong Ahafo,Berekum Municipal,Betco Clinic,Clinic,Berekum,Private,7.450000,-2.583333
Brong Ahafo,Dormaa Municipal,Saviour Clinic,Clinic,Dormaa Ahenkro,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Twumkrom CHPS,Clinic,Twumkrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Gonokrom CHPS,CHPS,Gonokrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,New Chiraa PHC,CHPS,New Chiraa,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Kwakuanya Methodist Clinic,Clinic,Kwakuanya,CHAG,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Awiakrom Community Clinic,Clinic,Awiakrom,Private,7.277284,-2.876257
Brong Ahafo,Dormaa East,Kofiboukrom CHPS,CHPS,Kofiboukrom,Government,7.277284,-2.876257
Brong Ahafo,Jaman North,Duadaso Rural Clinic,Clinic,Duadaso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Amanfoso CHPS,CHPS,Amanfoso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Kokosua Rural Clinic,Clinic,Kokosua,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Atuna CHPS,CHPS,Atuna,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Abuokrom CHPS,CHPS,Abuokrom,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Tekese CHPS,CHPS,Tekese,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Asempanaye CHPS,CHPS,Asempanaye,Government,6.957708,-2.420871
Brong Ahafo,Asunafo South,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,6.6148152,-2.49999179999997
Brong Ahafo,Asutifi,Biaso Rural Clinic,Clinic,Biaso,Government,6.9577082,-2.42087130000004
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.49999179999997
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Clinic,7.9072974,-2.65864009999995
Brong Ahafo,Jaman North,Mayera Health Centre,Clinic,Mayera,Government,7.9072974,-2.65864009999995
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.65864009999995
Brong Ahafo,Jaman North,Suma Community Clinic,Clinic,Suma Ahenkro,Government,7.9072974,-2.65864009999995
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.70000000000004
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.45023679999997
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.45023679999997
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.92916669999999
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.92916669999999
